"","X","Comment","label"
"3504",2930,"هر دو مایع لباسشویی ریخته بود
بهتر بود خوابیده نمی ذاشتید","Packaging"
"3505",2931,"درپوش پنیر نبود
پیک وسایل را دم در تحویل داد و بالا نیاورد","Product"
"3506",2932,"تحویل بسیار دیر انجام شد و بسته تخم مرغ ۳ عدد کامل شکسته بود که قابل استفاده نبودند","Packaging"
"3507",2933,"تخم مرغ را از اسنپ خارج کنید هر وقت خرید کردیم شکسته بود
هروقت شرایط محیا شد اقدام کنید","Packaging"
"3508",2934,"به جای ۹۰۰ گرمی ۵۰۰ گرمی فرستاده شده","Packaging"
"3509",2935,"سلام اسپری چندمنظوره سیف سرش رو چسب کاری کردن فرستادن و محتویاتش کامل ریخته شده تو کیسه","Packaging"
"3510",2936,"در حمل تخم مرغ دقت کنید","Product"
"3511",2937,"باسلام 
ظرف پنیرهای آنا آسیب دیده بودند و تاریخ تولید و انقضاء بر روی پنیر ویلی درج نگردیده بود.","Product"
"3512",2938,"درب بسته بندی سفت نشده بوده و مایع درون بسته بندی خارج شده داخل نایلون و غیر قابل استفاده شده و ازبین رفته است","Packaging"
"3513",2939,"45دقیقه دیر کرد 
کره یک قلم کم ارسال شده
مغایرت کالا بسیار بالا","Product"
"3514",2940,"کالای ارسالی اصلا شبیه عکس نبود","Product"
"3515",2941,"سفارش قبلی هم مایع لباسشویی نویتکس علی رغم جسب کاری مقداری نشت داده بود.دقت کردن دیدم در بطری شل هست.قبل از چسب کاری باید اول در هر بطری رو کاملا سفت کنن. با تشکر","Product"
"3516",2942,"سلام و عرض ادب نان هات داگ مانده بود و کیفیتش خوب نبود","Product"
"3517",2943,"مقداری از مایع لباسشویی نویتکس کف نایلون ریخته بود 
لطفاً پیگیری شود که دیگه تکرار نشه","Packaging"
"3518",2944,"پیاز اصلا درجه یک نبود و خراب بود","Product"
"3519",2945,"مدت زمان زیادی از تولید کالا گذشته بود و مزه بدی گرفته بود فقط 2 ماه تاریخ مصرف داشت که به دستم رسید. اولین بار بود که این خرید را تجربه کردم. 
از این به بعد اقلام خوراکی را حضوری تهیه میکنم. ممنون","Product"
"3520",2946,"مایع دستشویی روی اقلام داخل همون پلاستیک ریخته بود","Packaging"
"3521",2947,"سلام متاسفانه به جای 2 کیلو موز یک کیلو ارسال وبسیار نا مرغوب واقعا که با این قیمت متعجبگ حالا تکلیف تفاوت وزن جدا از بنجول بودن کالا این موز درمغازه سی چهل تومنه اینم با کسری یک کیلو","Product"
"3522",2948,"خیلی بده که از اطمینان ما که خرید غیر حضوری میکنیم سو استفاده بشه مایع نرم کننده رو چسب نواری زده بودند و توی پلاستیک خالی شده بود من که دیگه اعتمادنمیکنم به این روش خرید","Product"
"3523",2949,"سیب ها مونده و قدیمی هستند و شر و قهوه ای شدن تو توضیحات هم نوشتن درجه یک?
و نکته ای دیگر این که پیک هم دیر امد و خیلی عجیب بود درخواست مبلغ و انعام کرد","Product"
"3524",2950,"خمیردندان با طعم سیب سفارش دادم با طعم نعنا یا اکالیپتوس تحویل گرفتم","Product"
"3525",2951,"تست کیفیت پایینی داشت و بیات بود لطفا رسیدگی شود","Product"
"3526",2959,"یکی از بسته های پودر پرسیل پاره شده بود وداخل کیسه ریخته بود.","Packaging"
"3527",2960,"من درخواست ۳ عدد روغن مخلوط کنجد و کانولا و آفتابگردان دارم درصورتی که روغن ذرت و کانولا و آفتابگردان ارسال نمودید البته در ثبت اشکال هم عکس کدها و فاکتور را ارسال کردم","Product"
"3528",2961,"در مورد ارسال دیرتر، حتی اطلاع ندادن متاسفانه.","Product"
"3529",2962,"لطفاً بگید برای حمل تخم‌مرغ‌ها دقت بیشتری صورت بگیره که نشکنن، تعدادی از تخم‌مرغ‌ها شکسته بدستم رسیدن.","Packaging"
"3530",2963,"با وجود ثبت مشکل هنوز پیگیری صورت نگرفته 
از نظر عملکرد دیگه مثل قبل نیستید من مشتری قدیمی دیگه تمایلی به خرید از طریق اسنپ را ندارم چون خریدم مغایرت داره یا آسیب دیده که باید فکرم درگیر پیگیری بشه کم دغدقه داریم","Product"
"3531",2964,"زيتوني كه براي من ارسال كردن گنديده بود من همه رو ريختم اين همه هزينه كردم","Packaging"
"3532",2965,"جدیدا تحویل با تاخیر زیاد همراه است و اینکه متاسفانه کالاهای تخفیف خورده بعد از انتخاب در مرحله پرداخت به قیمت اصلی خود برمیگردند لطفا این مورد را اصلاح کنید تنوع هم کم شده نسبت به قبل","Product"
"3533",2966,"سلام. بسته‌بندی یک بسته از پوشک ها پارگی داشت","Packaging"
"3534",2967,"سلام ۴ عدد از تخم مرغ ها شکسته","Packaging"
"3535",2968,"تاریخ مصرف دوغ گذشته است 
یا محصول تعویض شده یا مبلغ آن به کیف پول اضافه شود","Product"
"3536",2969,"سفارش و بسته بندی بسیار عالی بود متشکرم اما اقای پیک با حالت طلبکار وسایل را جلوی واحد اورده و به زمین کوبید متاسفانه از بسته ۲۰ عددی تخم مرغ ۵ عدد داخل شانه خرد شد لطفا به مسئولین ارسال تفهیم بفرمایید که برای انجام وظیفه شون دستمزد میگیرند و از مشتزی طلبکار نیستند","Product"
"3537",2970,"نارگیل من کلا خراب بود?","Product"
"3538",2971,"قند ها خیلی خاکه داشت و این بار دومه که تجربه میکنم 
اوایل کیفیت خیلی خوبی داشت اما الان ضعیف شده 
امیدوارم این مورد به فروشگاه عنوان بشه و برند دیگر با کیفیت بهتری ارائه بشه 
ممنون از تیم اسنپ","Product"
"3539",2972,"مواد شوینده خوب بسته بندی نشده بود و مقداری از هر دو آنها در کیسه ریخته بود","Packaging"
"3540",2973,"کنسرو لوبیا 460گرمی زده
380گرمی آورده","Product"
"3541",2974,"خوب بود فقط به جای نوشابه کوکاکولا زیرو نوشابه معمولی فرستاده بودن","Product"
"3542",2975,"آقا می‌گفت ما باید بریم پیش ایشان نه برعکس قانون شما چیست بین خودتان مشخص شود
دوماً گفتن ساعت بیاید ولی ۱:۱۰ دقیقه آمد. قرار بود برم بیرون ولی نرفتم . اگر میرفتم کی در را باز میکرد و کی آن را تحویل میگرفت؟","Product"
"3543",2976,"سلام، متاسفانه ظرف ماست سنتی سر شیر شکسته و ماست ریخته است.","Packaging"
"3544",2977,"سلام
ویفر رول ها 40 گرمی بود نه 50 گرم و پتی بور 95 گرمی بود نه 115 گرم.","Product"
"3545",2978,"با سلام

در اپلیکیشن اشاره‌ای به تک‌نفره بودن عسل رویال نشده بود. نام کالا در لیست سفارش عسل رویال اورازان بود که نام عسل ارسالی «عسل رویال طلایی» است.","Product"
"3546",2979,"با سلام و احترام
من از همراهان همیشگی هستم ولی متاسفانه اینبار بسته نان تست باز بود و نان ها در کیسه نایلونی که برای حمل است ریخته شده بود!
چون نان مصرفی هست و قابل شستشو نیست بنابراین من توقع دارم در حین جمع آوری دقت شود و بسته پلمپ تحویل گردد نه بسته باز شده!!!
ممنون اگر محبت بفرمایید توجه فرمایید","Packaging"
